InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
556804,22993,SET OF 4 PANTRY JELLY MOULDS,72,2011-06-14 15:14:00,1.06,15125,United Kingdom,76.32000000000001
556815,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-06-15 08:36:00,0.85,14852,United Kingdom,20.4
556816,21224,SET/4 SKULL BADGES,20,2011-06-15 09:01:00,1.25,12437,France,25.0
556819,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,2011-06-15 10:21:00,1.25,12682,France,15.0
556820,15056BL,EDWARDIAN PARASOL BLACK,3,2011-06-15 10:22:00,5.95,12682,France,17.85
556820,20750,RED RETROSPOT MINI CASES,4,2011-06-15 10:22:00,7.95,12682,France,31.8
556828,82600,NO SINGING METAL SIGN,2,2011-06-15 10:39:00,2.1,17284,United Kingdom,4.2
556828,21210,SET OF 72 RETROSPOT PAPER  DOILIES,2,2011-06-15 10:39:00,1.45,17284,United Kingdom,2.9
556829,22904,CALENDAR PAPER CUT DESIGN,6,2011-06-15 10:51:00,2.95,12809,Portugal,17.700000000000003
556829,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-06-15 10:51:00,1.25,12809,Portugal,30.0
556845,22050,PINK PAISLEY ROSE GIFT WRAP,25,2011-06-15 11:30:00,0.42,17511,United Kingdom,10.5
556845,23287,RED VINTAGE SPOT BEAKER,96,2011-06-15 11:30:00,0.72,17511,United Kingdom,69.12
556876,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-06-15 11:56:00,1.25,16241,United Kingdom,1.25
556876,21172,PARTY METAL SIGN ,1,2011-06-15 11:56:00,1.45,16241,United Kingdom,1.45
556876,20974,12 PENCILS SMALL TUBE SKULL,2,2011-06-15 11:56:00,0.65,16241,United Kingdom,1.3
556878,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-06-15 12:01:00,1.25,15574,United Kingdom,15.0
556879,22991,GIRAFFE WOODEN RULER,2,2011-06-15 12:07:00,1.95,16461,United Kingdom,3.9
556881,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2011-06-15 12:15:00,2.1,17389,United Kingdom,25.200000000000003
556882,82581,TOILET METAL SIGN,2,2011-06-15 12:21:00,0.55,14395,United Kingdom,1.1
556882,22112,CHOCOLATE HOT WATER BOTTLE,1,2011-06-15 12:21:00,4.95,14395,United Kingdom,4.95
556883,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-06-15 12:24:00,4.25,13343,United Kingdom,17.0
556890,20711,JUMBO BAG TOYS ,10,2011-06-15 12:48:00,2.08,17581,United Kingdom,20.8
556891,23287,RED VINTAGE SPOT BEAKER,8,2011-06-15 12:48:00,0.85,17581,United Kingdom,6.8
556890,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-06-15 12:48:00,2.08,17581,United Kingdom,20.8
556892,23079, TOADSTOOL BEDSIDE LIGHT ,2,2011-06-15 12:50:00,8.95,17581,United Kingdom,17.9
556905,20659,ECONOMY LUGGAGE TAG,1,2011-06-15 13:05:00,1.25,16904,United Kingdom,1.25
556910,23310,BUBBLEGUM RING ASSORTED,108,2011-06-15 13:25:00,0.42,12748,United Kingdom,45.36
556910,85227,SET OF 6 3D KIT CARDS FOR KIDS,2,2011-06-15 13:25:00,0.85,12748,United Kingdom,1.7
556912,23298,SPOTTY BUNTING,3,2011-06-15 13:26:00,4.95,15005,United Kingdom,14.85
556912,21874,GIN AND TONIC MUG,2,2011-06-15 13:26:00,1.25,15005,United Kingdom,2.5
556912,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-15 13:26:00,0.85,15005,United Kingdom,8.5
556914,79321,CHILLI LIGHTS,6,2011-06-15 13:34:00,5.75,12877,United Kingdom,34.5
556914,23281,FOLDING BUTTERFLY MIRROR RED  ,2,2011-06-15 13:34:00,0.83,12877,United Kingdom,1.66
556916,21980,PACK OF 12 RED RETROSPOT TISSUES ,4,2011-06-15 13:35:00,0.29,16898,United Kingdom,1.16
556916,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-06-15 13:35:00,2.55,16898,United Kingdom,2.55
556917,21917,SET 12 KIDS  WHITE CHALK STICKS,144,2011-06-15 13:37:00,0.42,12415,Australia,60.48
556917,22050,PINK PAISLEY ROSE GIFT WRAP,200,2011-06-15 13:37:00,0.34,12415,Australia,68.0
556917,23239,SET OF 4 KNICK KNACK TINS POPPIES,96,2011-06-15 13:37:00,3.75,12415,Australia,360.0
556917,22659,LUNCH BOX I LOVE LONDON,128,2011-06-15 13:37:00,1.65,12415,Australia,211.2
556917,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,72,2011-06-15 13:37:00,2.95,12415,Australia,212.4
556917,21936,RED RETROSPOT PICNIC BAG,50,2011-06-15 13:37:00,2.55,12415,Australia,127.5
556917,22090,PAPER BUNTING RETROSPOT,40,2011-06-15 13:37:00,2.55,12415,Australia,102.0
556917,21990,MODERN FLORAL STATIONERY SET,72,2011-06-15 13:37:00,1.25,12415,Australia,90.0
556926,85132B,CHARLIE AND LOLA TABLE TINS,1,2011-06-15 14:26:00,1.95,16324,United Kingdom,1.95
556937,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-06-15 16:05:00,1.25,17716,United Kingdom,15.0
556942,22384,LUNCH BAG PINK POLKADOT,10,2011-06-15 16:42:00,1.65,14222,United Kingdom,16.5
556954,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2011-06-16 08:38:00,1.25,15585,United Kingdom,12.5
556956,22090,PAPER BUNTING RETROSPOT,40,2011-06-16 09:04:00,2.55,13694,United Kingdom,102.0
556960,23081,GREEN METAL BOX ARMY SUPPLIES,2,2011-06-16 09:28:00,8.25,14844,United Kingdom,16.5
556960,21175,GIN + TONIC DIET METAL SIGN,12,2011-06-16 09:28:00,2.55,14844,United Kingdom,30.6
557007,21124,SET/10 BLUE POLKADOT PARTY CANDLES,10,2011-06-16 11:30:00,1.25,12484,Spain,12.5
557009,22030,SWALLOWS GREETING CARD,12,2011-06-16 11:38:00,0.42,14321,United Kingdom,5.04
557013,23203,JUMBO BAG DOILEY PATTERNS,8,2011-06-16 12:05:00,2.08,15044,United Kingdom,16.64
557016,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1,2011-06-16 12:29:00,1.45,16942,United Kingdom,1.45
557016,20727,LUNCH BAG  BLACK SKULL.,2,2011-06-16 12:29:00,1.65,16942,United Kingdom,3.3
557026,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-06-16 13:14:00,4.95,16571,United Kingdom,14.85
557026,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-06-16 13:14:00,1.25,16571,United Kingdom,15.0
557027,22652,TRAVEL SEWING KIT,10,2011-06-16 13:24:00,1.65,12816,Poland,16.5
557034,23172,REGENCY TEA PLATE PINK,12,2011-06-16 13:50:00,1.65,13627,United Kingdom,19.8
557057,22899,CHILDREN'S APRON DOLLY GIRL ,24,2011-06-16 14:46:00,2.1,16843,United Kingdom,50.400000000000006
557064,20726,LUNCH BAG WOODLAND,2,2011-06-16 15:07:00,1.65,13263,United Kingdom,3.3
557066,21498,RED RETROSPOT WRAP ,25,2011-06-16 15:10:00,0.42,17463,United Kingdom,10.5
557103,22427,ENAMEL FLOWER JUG CREAM,3,2011-06-16 15:49:00,5.95,16852,United Kingdom,17.85
557120,23084,RABBIT NIGHT LIGHT,6,2011-06-16 17:12:00,2.08,15669,United Kingdom,12.48
557123,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-06-16 17:56:00,1.25,15555,United Kingdom,7.5
557129,22429,ENAMEL MEASURING JUG CREAM,1,2011-06-16 19:59:00,4.25,17841,United Kingdom,4.25
557129,23162,REGENCY TEA STRAINER,1,2011-06-16 19:59:00,3.75,17841,United Kingdom,3.75
557129,84584,PINK GINGHAM CAT WITH SCARF,1,2011-06-16 19:59:00,2.55,17841,United Kingdom,2.55
557132,23206,LUNCH BAG APPLE DESIGN,20,2011-06-17 08:57:00,1.65,13107,United Kingdom,33.0
557135,22902,TOTE BAG I LOVE LONDON,50,2011-06-17 09:12:00,1.69,17306,United Kingdom,84.5
557136,C2,CARRIAGE,1,2011-06-17 09:23:00,50.0,14911,EIRE,50.0
557208,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-17 11:38:00,0.85,16172,United Kingdom,8.5
557210,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-06-17 11:49:00,2.95,18118,United Kingdom,23.6
557211,22505,MEMO BOARD COTTAGE DESIGN,4,2011-06-17 11:49:00,4.95,15513,United Kingdom,19.8
557213,82494L,WOODEN FRAME ANTIQUE WHITE ,7,2011-06-17 12:16:00,2.95,15021,United Kingdom,20.65
557213,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2011-06-17 12:16:00,0.42,15021,United Kingdom,0.42
557213,71038,WHITE HANGING BEADS CANDLE HOLDER,3,2011-06-17 12:16:00,5.45,15021,United Kingdom,16.35
557214,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-06-17 12:20:00,1.25,17677,United Kingdom,15.0
557216,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-06-17 12:23:00,3.75,17677,United Kingdom,22.5
557217,22918,HERB MARKER PARSLEY,12,2011-06-17 12:30:00,0.65,17426,United Kingdom,7.800000000000001
557217,22714,CARD BIRTHDAY COWBOY,12,2011-06-17 12:30:00,0.42,17426,United Kingdom,5.04
557218,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-06-17 12:31:00,2.08,17426,United Kingdom,12.48
557221,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,1,2011-06-17 13:01:00,4.15,16869,United Kingdom,4.15
557222,21972,SET OF 36 DINOSAUR PAPER DOILIES,12,2011-06-17 13:14:00,1.45,14936,Channel Islands,17.4
557222,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-06-17 13:14:00,0.85,14936,Channel Islands,10.2
557232,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-06-17 14:28:00,1.65,12463,Belgium,19.8
557233,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,2011-06-17 14:44:00,3.75,15356,United Kingdom,11.25
557258,23039,T-LIGHT HOLDER SILVER HEART HANDLE,6,2011-06-19 10:35:00,1.95,12951,United Kingdom,11.7
557260,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-06-19 10:39:00,7.95,17932,United Kingdom,15.9
557263,22551,PLASTERS IN TIN SPACEBOY,96,2011-06-19 11:08:00,1.45,14646,Netherlands,139.2
557266,21865,PINK UNION JACK  PASSPORT COVER ,2,2011-06-19 11:14:00,2.1,14878,United Kingdom,4.2
557267,17084P,DRAGONS BLOOD INCENSE,24,2011-06-19 11:23:00,0.21,16805,United Kingdom,5.04
557267,40046A,RED DAISY PAPER LAMPSHADE,2,2011-06-19 11:23:00,1.25,16805,United Kingdom,2.5
557268,21875,KINGS CHOICE MUG,6,2011-06-19 11:26:00,1.25,13097,United Kingdom,7.5
557270,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2011-06-19 11:36:00,8.5,14162,United Kingdom,17.0
557271,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,6,2011-06-19 11:41:00,0.55,17769,United Kingdom,3.3000000000000003
557273,23108,SET OF 10 LED DOLLY LIGHTS,2,2011-06-19 11:44:00,6.25,16050,United Kingdom,12.5
557275,21243,PINK  POLKADOT PLATE ,8,2011-06-19 11:45:00,1.69,15544,United Kingdom,13.52
557277,20725,LUNCH BAG RED RETROSPOT,10,2011-06-19 12:06:00,1.65,16484,United Kingdom,16.5
557278,22629,SPACEBOY LUNCH BOX ,12,2011-06-19 12:08:00,1.95,13089,United Kingdom,23.4
557280,21975,PACK OF 60 DINOSAUR CAKE CASES,120,2011-06-19 12:19:00,0.42,16701,United Kingdom,50.4
557280,21504,SKULLS GREETING CARD,36,2011-06-19 12:19:00,0.42,16701,United Kingdom,15.12
557283,23284,DOORMAT KEEP CALM AND COME IN,1,2011-06-19 12:26:00,7.95,16813,United Kingdom,7.95
557289,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-06-19 12:58:00,1.65,16880,United Kingdom,4.949999999999999
557289,23182,TOILET SIGN OCCUPIED OR VACANT,4,2011-06-19 12:58:00,0.83,16880,United Kingdom,3.32
557292,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,2011-06-19 13:06:00,1.25,17562,United Kingdom,15.0
557293,23204,CHARLOTTE BAG APPLES DESIGN,6,2011-06-19 13:26:00,0.85,16326,United Kingdom,5.1
557299,47566,PARTY BUNTING,4,2011-06-19 13:56:00,4.95,13047,United Kingdom,19.8
557301,21622,VINTAGE UNION JACK CUSHION COVER,4,2011-06-19 14:08:00,4.95,15373,United Kingdom,19.8
557301,22191,IVORY DINER WALL CLOCK,2,2011-06-19 14:08:00,8.5,15373,United Kingdom,17.0
557302,23249,VINTAGE RED ENAMEL TRIM PLATE,12,2011-06-19 14:15:00,1.65,13102,United Kingdom,19.8
557305,20977,36 PENCILS TUBE WOODLAND,1,2011-06-19 14:42:00,1.25,13568,United Kingdom,1.25
557305,21733,RED HANGING HEART T-LIGHT HOLDER,4,2011-06-19 14:42:00,2.95,13568,United Kingdom,11.8
557305,23255,CHILDRENS CUTLERY CIRCUS PARADE,1,2011-06-19 14:42:00,4.15,13568,United Kingdom,4.15
557311,23156,SET OF 5 MINI GROCERY MAGNETS,3,2011-06-19 15:36:00,2.08,15700,United Kingdom,6.24
557314,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-06-19 15:59:00,1.45,12541,Spain,17.4
557315,22692,DOORMAT WELCOME TO OUR HOME,1,2011-06-19 16:02:00,7.95,15535,United Kingdom,7.95
557316,22814,CARD PARTY GAMES ,12,2011-06-19 16:04:00,0.42,17299,United Kingdom,5.04
557322,23206,LUNCH BAG APPLE DESIGN,10,2011-06-20 09:04:00,1.65,17444,Canada,16.5
557322,85232D,SET/3 DECOUPAGE STACKING TINS,3,2011-06-20 09:04:00,4.95,17444,Canada,14.85
557322,22491,PACK OF 12 COLOURED PENCILS,12,2011-06-20 09:04:00,0.85,17444,Canada,10.2
557328,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-06-20 09:53:00,2.55,14646,Netherlands,2.55
557328,23206,LUNCH BAG APPLE DESIGN,1,2011-06-20 09:53:00,1.65,14646,Netherlands,1.65
557329,23309,SET OF 60 I LOVE LONDON CAKE CASES ,2,2011-06-20 10:13:00,0.55,17227,United Kingdom,1.1
557349,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-06-20 10:34:00,8.5,16717,United Kingdom,17.0
557397,22956,36 FOIL HEART CAKE CASES,1,2011-06-20 11:23:00,2.1,17897,United Kingdom,2.1
557410,20676,RED RETROSPOT BOWL,12,2011-06-20 11:36:00,1.25,14701,United Kingdom,15.0
557431,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-06-20 12:37:00,0.85,18260,United Kingdom,20.4
557431,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-06-20 12:37:00,1.25,18260,United Kingdom,15.0
557442,21508,VINTAGE KID DOLLY CARD ,24,2011-06-20 12:53:00,0.42,14808,United Kingdom,10.08
557442,22434,BALLOON PUMP WITH 10 BALLOONS,6,2011-06-20 12:53:00,1.95,14808,United Kingdom,11.7
557442,22814,CARD PARTY GAMES ,24,2011-06-20 12:53:00,0.42,14808,United Kingdom,10.08
557442,23188,VINTAGE  2 METER FOLDING RULER,1,2011-06-20 12:53:00,1.65,14808,United Kingdom,1.65
557466,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-06-20 13:08:00,2.08,13815,Germany,41.6
557466,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-06-20 13:08:00,0.42,13815,Germany,5.04
557466,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-06-20 13:08:00,0.85,13815,Germany,17.0
557468,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-06-20 13:14:00,0.42,16713,United Kingdom,2.52
557468,22667,RECIPE BOX RETROSPOT ,1,2011-06-20 13:14:00,2.95,16713,United Kingdom,2.95
557468,23000,TRAVEL CARD WALLET TRANSPORT,6,2011-06-20 13:14:00,0.42,16713,United Kingdom,2.52
557468,21429,RED GINGHAM ROSE JEWELLERY BOX,4,2011-06-20 13:14:00,1.95,16713,United Kingdom,7.8
557469,22766,PHOTO FRAME CORNICE,1,2011-06-20 13:18:00,2.95,12904,United Kingdom,2.95
557469,21363,HOME SMALL WOOD LETTERS,1,2011-06-20 13:18:00,4.95,12904,United Kingdom,4.95
557469,84818,DANISH ROSE PHOTO FRAME,3,2011-06-20 13:18:00,2.55,12904,United Kingdom,7.649999999999999
557470,20727,LUNCH BAG  BLACK SKULL.,100,2011-06-20 13:21:00,1.45,13798,United Kingdom,145.0
557472,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-06-20 13:27:00,1.65,12432,Norway,19.8
557472,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,2011-06-20 13:27:00,1.25,12432,Norway,15.0
557471,85213,MINI  ZINC GARDEN DECORATIONS ,24,2011-06-20 13:27:00,0.29,15825,United Kingdom,6.959999999999999
557476,15056BL,EDWARDIAN PARASOL BLACK,3,2011-06-20 13:41:00,5.95,18223,United Kingdom,17.85
557492,35933,PINK STOCKING CHRISTMAS DECORATION,10,2011-06-20 15:08:00,0.38,13717,United Kingdom,3.8
557503,22384,LUNCH BAG PINK POLKADOT,100,2011-06-20 15:47:00,1.45,16839,United Kingdom,145.0
557518,21208,PASTEL COLOUR HONEYCOMB FAN,6,2011-06-20 17:14:00,0.39,15280,United Kingdom,2.34
557518,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,2011-06-20 17:14:00,1.25,15280,United Kingdom,3.75
557525,21061,PARTY INVITES FOOTBALL,12,2011-06-21 09:26:00,0.85,12759,Netherlands,10.2
557569,22492,MINI PAINT SET VINTAGE ,36,2011-06-21 10:46:00,0.65,12474,Germany,23.4
557570,20774,GREEN FERN NOTEBOOK,2,2011-06-21 10:48:00,1.65,15998,United Kingdom,3.3
557570,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-06-21 10:48:00,1.25,15998,United Kingdom,7.5
557577,22426,ENAMEL WASH BOWL CREAM,1,2011-06-21 11:02:00,3.75,14606,United Kingdom,3.75
557595,23069,EDWARDIAN PHOTO FRAME,4,2011-06-21 11:19:00,6.25,15507,United Kingdom,25.0
557604,22513,DOORSTOP FOOTBALL DESIGN,1,2011-06-21 12:03:00,3.75,15039,United Kingdom,3.75
557611,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-06-21 12:35:00,2.1,17695,United Kingdom,25.200000000000003
557617,21781,MA CAMPAGNE CUTLERY BOX,5,2011-06-21 13:37:00,14.95,14543,United Kingdom,74.75
557620,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,4,2011-06-21 13:58:00,0.85,14408,United Kingdom,3.4
557619,21902,"KEY FOB , FRONT  DOOR ",4,2011-06-21 13:58:00,0.65,17757,United Kingdom,2.6
557619,22090,PAPER BUNTING RETROSPOT,6,2011-06-21 13:58:00,2.95,17757,United Kingdom,17.700000000000003
557621,85232D,SET/3 DECOUPAGE STACKING TINS,3,2011-06-21 14:00:00,4.95,12444,Norway,14.85
557622,22744,MAKE YOUR OWN MONSOON CARD KIT,7,2011-06-21 14:15:00,2.95,17960,United Kingdom,20.65
557630,22432,WATERING CAN PINK BUNNY,6,2011-06-21 14:53:00,1.95,13178,United Kingdom,11.7
557630,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-06-21 14:53:00,2.95,13178,United Kingdom,35.400000000000006
557632,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-21 15:07:00,2.08,17420,United Kingdom,20.8
557634,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-06-21 15:24:00,2.95,15412,United Kingdom,5.9
557634,22222,CAKE PLATE LOVEBIRD WHITE,2,2011-06-21 15:24:00,4.95,15412,United Kingdom,9.9
557636,82001S,VINYL RECORD FRAME SILVER,2,2011-06-21 15:41:00,3.75,17841,United Kingdom,7.5
557639,21931,JUMBO STORAGE BAG SUKI,2,2011-06-21 16:13:00,2.08,12933,United Kingdom,4.16
557639,16045,POPART WOODEN PENCILS ASST,100,2011-06-21 16:13:00,0.04,12933,United Kingdom,4.0
557669,22492,MINI PAINT SET VINTAGE ,36,2011-06-22 09:43:00,0.65,12674,France,23.4
557671,22221,CAKE STAND LOVEBIRD 2 TIER PINK,2,2011-06-22 10:11:00,9.95,13849,United Kingdom,19.9
557673,23207,LUNCH BAG ALPHABET DESIGN,20,2011-06-22 10:15:00,1.65,16180,United Kingdom,33.0
557742,23168,CLASSIC CAFE SUGAR DISPENSER,12,2011-06-22 11:46:00,1.25,14911,EIRE,15.0
557742,84944,SET OF 6 KASHMIR FOLKART BAUBLES,24,2011-06-22 11:46:00,1.65,14911,EIRE,39.6
557744,22711,WRAP CIRCUS PARADE,25,2011-06-22 12:09:00,0.42,15194,United Kingdom,10.5
557745,22709,WRAP WEDDING DAY,25,2011-06-22 12:16:00,0.42,15750,United Kingdom,10.5
557755,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,2011-06-22 13:14:00,6.95,14733,United Kingdom,27.8
557758,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-06-22 13:28:00,1.65,17585,United Kingdom,9.9
557757,22605,WOODEN CROQUET GARDEN SET,1,2011-06-22 13:28:00,14.95,14606,United Kingdom,14.95
557758,21992,VINTAGE PAISLEY STATIONERY SET,4,2011-06-22 13:28:00,1.25,17585,United Kingdom,5.0
557758,72232,FENG SHUI PILLAR CANDLE,12,2011-06-22 13:28:00,0.19,17585,United Kingdom,2.28
557761,21084,SET/6 COLLAGE PAPER CUPS,24,2011-06-22 13:59:00,0.19,14214,United Kingdom,4.5600000000000005
557762,22384,LUNCH BAG PINK POLKADOT,10,2011-06-22 14:01:00,1.65,15810,United Kingdom,16.5
557763,23285,PINK VINTAGE SPOT BEAKER,8,2011-06-22 14:10:00,0.85,17669,United Kingdom,6.8
557769,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-06-22 14:38:00,1.65,16626,United Kingdom,9.9
557770,22161,HEART DECORATION RUSTIC HANGING ,24,2011-06-22 14:41:00,0.19,14643,United Kingdom,4.5600000000000005
557771,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-22 14:43:00,2.95,15601,United Kingdom,17.700000000000003
557771,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-06-22 14:43:00,1.25,15601,United Kingdom,15.0
557776,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-06-22 15:07:00,1.65,14422,United Kingdom,19.8
557776,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-06-22 15:07:00,1.65,14422,United Kingdom,19.8
557789,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-06-22 16:32:00,4.15,12379,Belgium,16.6
557793,22425,ENAMEL COLANDER CREAM,1,2011-06-22 17:30:00,4.95,14998,United Kingdom,4.95
557798,21636,MADRAS NOTEBOOK MEDIUM,12,2011-06-23 09:38:00,0.75,16187,United Kingdom,9.0
557798,23223,CHRISTMAS TREE HANGING SILVER ,12,2011-06-23 09:38:00,0.83,16187,United Kingdom,9.96
557799,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-06-23 09:53:00,0.85,14854,United Kingdom,10.2
557799,23235,STORAGE TIN VINTAGE LEAF,6,2011-06-23 09:53:00,2.89,14854,United Kingdom,17.34
557801,23245,SET OF 3 REGENCY CAKE TINS,4,2011-06-23 10:14:00,4.95,13319,United Kingdom,19.8
557801,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-23 10:14:00,1.65,13319,United Kingdom,16.5
557801,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-06-23 10:14:00,3.95,13319,United Kingdom,15.8
557805,22664,TOY TIDY DOLLY GIRL DESIGN,5,2011-06-23 10:27:00,2.1,17651,United Kingdom,10.5
557846,16161U,WRAP SUKI AND FRIENDS,25,2011-06-23 10:44:00,0.42,17365,United Kingdom,10.5
557854,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-06-23 11:38:00,4.95,13268,United Kingdom,4.95
557855,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-06-23 11:46:00,0.95,16806,United Kingdom,1.9
557858,21240,BLUE POLKADOT CUP,2,2011-06-23 11:51:00,0.85,14159,United Kingdom,1.7
557858,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,2011-06-23 11:51:00,3.25,14159,United Kingdom,3.25
557858,23206,LUNCH BAG APPLE DESIGN,4,2011-06-23 11:51:00,1.65,14159,United Kingdom,6.6
557860,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-06-23 11:58:00,1.65,17630,United Kingdom,19.8
557870,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-06-23 12:36:00,0.85,14404,United Kingdom,20.4
557871,23209,LUNCH BAG DOILEY PATTERN ,20,2011-06-23 12:41:00,1.65,13458,United Kingdom,33.0
557878,47566B,TEA TIME PARTY BUNTING,4,2011-06-23 13:13:00,4.95,16940,United Kingdom,19.8
557878,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-06-23 13:13:00,4.95,16940,United Kingdom,9.9
557878,23082,SET 6 PAPER TABLE LANTERN HEARTS ,4,2011-06-23 13:13:00,3.75,16940,United Kingdom,15.0
557884,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4,2011-06-23 13:35:00,4.25,17759,United Kingdom,17.0
557884,21714,CITRONELLA CANDLE GARDEN POT,18,2011-06-23 13:35:00,1.25,17759,United Kingdom,22.5
557886,20726,LUNCH BAG WOODLAND,6,2011-06-23 13:39:00,1.65,17799,United Kingdom,9.9
557886,84692,BOX OF 24 COCKTAIL PARASOLS,5,2011-06-23 13:39:00,0.42,17799,United Kingdom,2.1
557888,22652,TRAVEL SEWING KIT,1,2011-06-23 13:51:00,1.65,14656,United Kingdom,1.65
557891,84971S,SMALL HEART FLOWERS HOOK ,24,2011-06-23 14:05:00,0.85,17652,United Kingdom,20.4
557891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-06-23 14:05:00,2.95,17652,United Kingdom,35.400000000000006
557891,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-06-23 14:05:00,1.45,17652,United Kingdom,17.4
557892,23053,RECYCLED ACAPULCO MAT PINK,3,2011-06-23 14:11:00,8.25,14534,United Kingdom,24.75
557892,23091,ZINC HERB GARDEN CONTAINER,2,2011-06-23 14:11:00,6.25,14534,United Kingdom,12.5
557892,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-06-23 14:11:00,3.75,14534,United Kingdom,3.75
557893,23306,SET OF 36 DOILIES PANTRY DESIGN,24,2011-06-23 14:12:00,1.45,15228,United Kingdom,34.8
557897,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-06-23 14:25:00,1.45,13881,United Kingdom,17.4
557897,20718,RED RETROSPOT SHOPPER BAG,10,2011-06-23 14:25:00,1.25,13881,United Kingdom,12.5
557898,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,4,2011-06-23 14:35:00,4.95,17314,United Kingdom,19.8
557900,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-06-23 14:36:00,1.45,13098,United Kingdom,17.4
557948,22673,FRENCH GARDEN SIGN BLUE METAL,12,2011-06-23 16:35:00,1.25,13937,United Kingdom,15.0
557948,22961,JAM MAKING SET PRINTED,12,2011-06-23 16:35:00,1.45,13937,United Kingdom,17.4
